"","Region","District","FacilityName","Type","Town","Ownership","Latitude","Longitude","newColumn + 42","newColumn"
"209","Ashanti","Asante-Akim South","Morso Clinic","Clinic","Morso","Government",6.65518,-1.10681,48.65518,48.65518
"210","Ashanti","Amansie West","Mother of God Clinic","Clinic","Esaase","CHAG",6.55942,-1.89046,48.55942,48.55942
"211","Ashanti","Ahafo-Ano South","Mpasaso Health Centre","Health Centre","Mpasaso","Government",6.80274,-2.13864,48.80274,48.80274
"212","Ashanti","Amansie West","Mpatuom RCH","RCH","Mpatuom","Government",6.54088,-1.93215,48.54088,48.54088
"213","Ashanti","Afigya-Kwabre","Mpobi RCH","RCH","Mpobi","Government",6.84775,-1.56165,48.84775,48.84775
"214","Ashanti","Asante-Akim South","Muranaim Health Centre","Health Centre","Muronam","Government",6.24703,-1.20566,48.24703,48.24703
"215","Ashanti","Mampong Municipal","Nadaworoma Clinic","Clinic","Mampong New Town","Private",7.06598,-1.40213,49.06598,49.06598
"216","Ashanti","Atwima-Nwabiagya","Nana Frema Maternity Home","Maternity Home","Adankwame","Private",7,-2,49,49
"217","Ashanti","Bekwai Municipal","Nancy Powel's Clinic","Clinic","Tebeso #2","CHAG",6.31788,-1.30804,48.31788,48.31788
"218","Ashanti","Obuasi Municipal","Neighbourhood    Clinic","Clinic","Abompe    New  Site","Private",6.21889,-1.67117,48.21889,48.21889
"219","Ashanti","Adansi North","New Ayaasi Adom Maternity Home","Health Centre","New Ayaasi","Private",6.29641,-1.52338,48.29641,48.29641
"220","Ashanti","Adansi South","New Edubiase Hospital","District Hospital","New Edubiase","Government",6.05456,-1.39281,48.05456,48.05456
"221","Ashanti","Bekwai Municipal","New Life Clinic","Clinic","Apau","CHAG",6.47284,-1.43677,48.47284,48.47284
"222","Ashanti","Amansie West","Nipankyeremia CHPS","CHPS","Nipankyeremia","Government",6.37002,-2.15827,48.37002,48.37002
"223","Ashanti","Atwima-Nwabiagya","Nkawie/Toase Hospital","Hospital","Nkawie","Government",7,-2,49,49
"224","Ashanti","Offinso North","Nkenkasu District Hospital","District Hospital","Nkenkasu","Government",7.31957,-1.90289,49.31957,49.31957
"225","Ashanti","Ejura Sekyeredumasi","Nkwanta Community Clinic","Clinic","Ejura Nkwanta","Government",7.51378,-1.34725,49.51378,49.51378
"226","Ashanti","Asante-Akim South","Nnadieso Health Centre","Health Centre","Nnadieso","Government",6.59956,-1.092061,48.59956,48.59956
"227","Ashanti","Ejisu-Juaben Municipal","Nobewam SDA Clinic","Clinic","Nobewam","CHAG",6.62289,-1.23985,48.62289,48.62289
"228","Ashanti","Sekyere Central","Nsutaman Health Centre","Health Centre","Nsuta","Government",7.00861,-1.38146,49.00861,49.00861
"229","Ashanti","Atwima-Mponua","Ntobroso Health Centre","Health Centre","Ntobroso","Government",6.53571,-2.04245,48.53571,48.53571
"230","Ashanti","Amansie Central","Numereso Health Centre","Health Centre","Numereso","Government",6.07568,-1.85459,48.07568,48.07568
"231","Ashanti","Asante-Akim North Municipal","Nutrition Rehabilitation Centre","Clinic","Konongo","Government",6.79529,-1.08871,48.79529,48.79529
"232","Ashanti","Atwima-Nwabiagya","Nyama Maternity Home","Maternity Home","Achiase","Private",7,-2,49,49
"233","Ashanti","Amansie West","Nyame Akwan Maternity","Maternity Home","Mpatoum","Private",6.54096,-1.93229,48.54096,48.54096
"234","Ashanti","Atwima-Mponua","Nyinahin Government Hospital","District Hospital","Nyinahin","Government",6.60115,-2.10999,48.60115,48.60115
"235","Ashanti","Asante-Akim South","Obogu Health Centre","Health Centre","Obogu","Government",6.51484,-1.11586,48.51484,48.51484
"236","Ashanti","Adansi South","Obonsu Clinic","Clinic","Obonsu","Government",5.95324,-1.35225,47.95324,47.95324
"237","Ashanti","Obuasi Municipal","Obuasi Government Hospital","Hospital","Obuasi","Government",6.1213,-1.4105,48.1213,48.1213
"238","Ashanti","Amansie West","Odaho RCH","RCH","Odaho","Government",6.27381,-1.96832,48.27381,48.27381
"239","Ashanti","Offinso Municipal","Offinso Health Centre","Health Centre","Offinso","Government",6.93782,-1.67504,48.93782,48.93782
"240","Ashanti","Asante-Akim South","Ofoase Health Centre","Health Centre","Ofoase","Government",6.37813,-1.26746,48.37813,48.37813
"241","Ashanti","Sekyere East","Okaikrom Health Centre","Health Centre","Okaikrom","Government",6.82612,-1.30866,48.82612,48.82612
"242","Ashanti","Sekyere Central","Catholic Clinic, Oku","Clinic","Oku","CHAG",7.34796,-1.00318,49.34796,49.34796
"243","Ashanti","Afigya-Kwabre","Owusua Maternity Home","Maternity Home","Bronkong","Private",6.77474,-1.63906,48.77474,48.77474
"244","Ashanti","Sekyere Afram Plains","Oyoko Our Lady Maternity Home","Maternity Home","Oyoko","Private",6.86521,-1.38976,48.86521,48.86521
"245","Ashanti","Ejisu-Juaben Municipal","Paradyse Clinic","Clinic","Ejisu","Private",6.72105,-1.47262,48.72105,48.72105
"246","Ashanti","Sekyere Afram Plains","Peace and Comfort Maternity Clinic","Maternity Home","Kumawu Bodomasi","Private",6.89428,-1.25522,48.89428,48.89428
"247","Ashanti","Atwima-Nwabiagya","Peace Homeo Medical Centre","Clinic","Ntensere","Private",7,-2,49,49
"248","Ashanti","Ejisu-Juaben Municipal","Peminase Maternity Home","Maternity Home","Peminase","Government",6.52668,-1.31086,48.52668,48.52668
"249","Ashanti","Ahafo-Ano South","Pokukrom Health Centre","Health Centre","Pokukrom","Government",7.00378,-1.95239,49.00378,49.00378
"250","Ashanti","Asante-Akim North Municipal","Praaso Health Centre","Health Centre","Praaso","Government",6.51556,-1.26672,48.51556,48.51556
"251","Ashanti","Offinso Municipal","Quality Care Clinic","Clinic","Offinso Adikuro","Private",6.95019,-1.67263,48.95019,48.95019
"252","Ashanti","Ejisu-Juaben Municipal","Queen Victoria Maternity Home and Clinic","Maternity Home","Serwaa Akura","Private",6.72345,-1.47869,48.72345,48.72345
"253","Ashanti","Obuasi Municipal","Redemption Bible Way Clinic and Laboratory","Clinic","Rams Hill","Private",6.20121,-1.66393,48.20121,48.20121
"254","Ashanti","Amansie West","Resolute Amansie","Clinic","Manso Nkran","Quasi-Government",6.34571,-1.98979,48.34571,48.34571
"255","Ashanti","Ejisu-Juaben Municipal","Rev. Walker Medical Centre","Clinic","Kokobra","Private",6.71394,-1.52192,48.71394,48.71394
"256","Ashanti","Asante-Akim South","Rose Maternity Home","Maternity Home","Obogu","Private",6.52025,-1.12042,48.52025,48.52025
"257","Ashanti","Ahafo-Ano South","Sabronum  Health Centre","Health Centre","Sabronum","Government",7.08809,-1.89095,49.08809,49.08809
"258","Ashanti","Sekyere South","Sacred Heart Maternity Clinic","Clinic","Bepoase","CHAG",7.08676,-1.55514,49.08676,49.08676
"259","Ashanti","Atwima-Mponua","Saakrom Health Centre","Health Centre","Saakrom","Government",6.75871,-2.02993,48.75871,48.75871
"260","Ashanti","Sekyere South","Salvation Army Clinic","Hospital","Wiamoase","CHAG",7.05213,-1.52521,49.05213,49.05213
"261","Ashanti","Mampong Municipal","SDA Clinic Apaa","Clinic","Apaa","CHAG",6.97086,-1.44302,48.97086,48.97086
"262","Ashanti","Bekwai Municipal","SDA Hospital","Hospital","Dominase","CHAG",6.3104,-1.3911,48.3104,48.3104
"263","Ashanti","Ejisu-Juaben Municipal","SDA Hospital","Hospital","Onwe","CHAG",6.68001,-1.54161,48.68001,48.68001
"264","Ashanti","Sekyere South","SDA Hospital Asamang","Hospital","Asamang","CHAG",7.05322,-1.50964,49.05322,49.05322
"265","Ashanti","Sekyere South","SDA Hospital Wiamoase","Hospital","Wiamose","CHAG",6.90258,-1.43311,48.90258,48.90258
"266","Ashanti","Ejura Sekyeredumasi","Sekyedumase Health Centre","Health Centre","Sekyedumase Health Centre","Government",7.31352,-1.57912,49.31352,49.31352
"267","Ashanti","Sekyere East","Sekyere Health Centre","Health Centre","Sekyere","Government",6.92692,-1.37465,48.92692,48.92692
"268","Ashanti","Sekyere East","Sekyere Methodist Clinic","Clinic","Sekyere","CHAG",6.92646,-1.37494,48.92646,48.92646
"269","Ashanti","Sekyere East","Senchie Methodist Clinic","Clinic","Senkyi","CHAG",6.80818,-1.32507,48.80818,48.80818
"270","Ashanti","Amansie West","Shalom Clinic","Health Centre","Watreso","CHAG",6.25351,-1.91797,48.25351,48.25351
"271","Ashanti","Bekwai Municipal","Shalom Methodist Clinic","Clinic","Nsuaem #2","CHAG",6.36494,-1.36645,48.36494,48.36494
"272","Ashanti","Adansi South","Sikaman Health Centre","Health Centre","Sikaman","Government",6.11499,-1.58045,48.11499,48.11499
"273","Ashanti","Mampong Municipal","Sister Philipa Maternity Home","Maternity Home","Mampong Kokoase","Private",7.05921,-1.39703,49.05921,49.05921
"274","Ashanti","Atwima-Mponua","Sreso Tinpom Health Centre","Health Centre","Sreso Tinpom","Government",6.62201,-2.30317,48.62201,48.62201
"275","Ashanti","Sekyere East","St Luke Clinic","Clinic","Seniagya","CHAG",6.79774,-1.32026,48.79774,48.79774
"276","Ashanti","Ejisu-Juaben Municipal","St. Annes Maternity Clinic","Clinic","Donyina","CHAG",6.63994,-1.49782,48.63994,48.63994
"277","Ashanti","Ahafo-Ano South","St. Anns Maternity Home","Maternity Home","Essibey Nkwata","Private",6.84578,-1.76006,48.84578,48.84578
"278","Ashanti","Ejura Sekyeredumasi","St. Anthony Maternity Clinic","Maternity Home","Anyinasu","Government",7.22643,-1.58011,49.22643,49.22643
"279","Ashanti","Ahafo-Ano South","St. Edwards Clinic","Health Centre","Adwinyama","CHAG",6.88014,-1.87428,48.88014,48.88014
"280","Ashanti","Ahafo-Ano South","St. Johns Clinic","Health Centre","Domeabra","CHAG",6.87183,-2.05678,48.87183,48.87183
"281","Ashanti","Kwabre","St. Joseph's Clinic.","Clinic","Abira","CHAG",6.77928,-1.49126,48.77928,48.77928
"282","Ashanti","Obuasi Municipal","St. Jude Hospital  Ltd.","Hospital","Bedieso-Obuasi","Private",6.20723,-1.68137,48.20723,48.20723
"283","Ashanti","Ejura Sekyeredumasi","St. Luke Hospital Kasei","Hospital","Kasei","CHAG",7.53953,-1.34637,49.53953,49.53953
"284","Ashanti","Amansie West","St. Martin's  Hospital","Hospital","Agroyesum","CHAG",6.41337,-1.88154,48.41337,48.41337
"285","Ashanti","Amansie West","St. Martin's Catholic Clinic","Clinic","Abuoso","CHAG",6.31346,-2.10902,48.31346,48.31346
"286","Ashanti","Bekwai Municipal","St. Mary's Clinic","Clinic","Yapesa","CHAG",6.45121,-1.36836,48.45121,48.45121
"287","Ashanti","Ahafo-Ano South","St. Michael Clinic","Clinic","Dwenwoho","Private",6.85935,-1.75623,48.85935,48.85935
"288","Ashanti","Atwima-Nwabiagya","St. Micheal Maternity Home","Maternity Home","Achiase","Private",7,-2,49,49
"289","Ashanti","Offinso Municipal","St. Patricks Hospital","Hospital","Offinso","CHAG",6.93135,-1.68167,48.93135,48.93135
"290","Ashanti","Atwima-Mponua","St. Peters Clinic","Clinic","Ntobroso","CHAG",6.53511,-2.04218,48.53511,48.53511
"291","Ashanti","Amansie Central","St. Peters' Hospital","Hospital","Jacobu","CHAG",6.34331,-1.66669,48.34331,48.34331
"292","Ashanti","Bekwai Municipal","St. Stephen's Clinic","Clinic","Huntade","Private",6.4804,-1.4951,48.4804,48.4804
"293","Ashanti","Afigya-Kwabre","St. Theresa's Maternity Home","Maternity Home","Atimatim","Private",6.76359,-1.61093,48.76359,48.76359
"294","Ashanti","Amansie Central","St. Thomas General and Maternity Clinic","Clinic","Hia","CHAG",6.20804,-1.77649,48.20804,48.20804
"295","Ashanti","Sekyere Afram Plains","St. Vincent Clinic","Clinic","Drobonso","CHAG",7.00714,-1.12747,49.00714,49.00714
"296","Ashanti","Ahafo-Ano North","Subriso Health Centre","Health Centre","Subriso","Government",6.81613,-2.26676,48.81613,48.81613
"297","Ashanti","Ejisu-Juaben Municipal","Super Care Hospital","Hospital","Krapa-Ejisu","Private",6.72023,-1.48104,48.72023,48.72023
"298","Ashanti","Atwima-Mponua","Tano-Odumasi Health Centre","Health Centre","Tano-Odumasi","CHAG",6.49705,-2.39662,48.49705,48.49705
"299","Ashanti","Ahafo-Ano North","Tepa District Hospital","District Hospital","Tepa","Government",6.99966,-2.16102,48.99966,48.99966
"300","Ashanti","Afigya-Kwabre","Tetrem Health Centre","Health Centre","Tetrem","Government",7.03743,-1.63735,49.03743,49.03743
"301","Ashanti","Obuasi Municipal","The Queens Maternity Home","Maternity Home","New Estate-Obuasi","Private",6.20762,-1.67233,48.20762,48.20762
"302","Ashanti","Ejisu-Juaben Municipal","Tikrom Clinic","Clinic","Tikrom","Government",6.73154,-1.51337,48.73154,48.73154
"303","Ashanti","Bekwai Municipal","Tinkwamah Maternity Home","Maternity Home","Amoaful","Private",6.45139,-1.56537,48.45139,48.45139
"304","Ashanti","Atwima-Nwabiagya","Toase Clinic","Clinic","Toase","Private",7,-2,49,49
"305","Ashanti","Atwima-Kwanwoma","Trabuom Health Centre","Health Centre","Trabuom","Government",6.61142,-1.76252,48.61142,48.61142
"306","Ashanti","Atwima-Kwanwoma","Trede Health Centre","Health Centre","Trede","Government",6.57803,-1.66859,48.57803,48.57803
"307","Ashanti","Obuasi Municipal","Twumwaa Maternity Home","Maternity Home","Brahabebome","Private",6.19277,-1.62455,48.19277,48.19277
"308","Ashanti","Atwima-Mponua","Victory Christ Maternity Home","Maternity Home","Mpasatia","Private",6.65836,-1.84223,48.65836,48.65836
"309","Ashanti","Obuasi Municipal","Watt 250 Maternity  Home","Maternity Home","Kwabrafoso","Private",6.19917,-1.65556,48.19917,48.19917
"310","Ashanti","Sekyere Afram Plains","Westphalian Hospital Complex","Hospital","Oyoko","Private",6.86802,-1.39049,48.86802,48.86802
"311","Ashanti","Sekyere South","Wiamoase Clinic","Clinic","Wiamoase","Private",7.05264,-1.50265,49.05264,49.05264
"312","Ashanti","Adansi North","Wioso Health Centre","Health Centre","Wioso","Government",6.28179,-1.66127,48.28179,48.28179
"313","Ashanti","Ahafo-Ano South","Wioso Methodist Clinic","Clinic","Wioso","CHAG",6.95583,-2.00654,48.95583,48.95583
"314","Ashanti","Kwabre","Wonoo Health Centre","Health Centre","Sakora Wonoo","Government",6.79751,-1.50148,48.79751,48.79751
"315","Ashanti","Sekyere Afram Plains","Woraso Health Centre","Health Centre","Woraso","Government",6.87636,-1.27658,48.87636,48.87636
"316","Ashanti","Ejisu-Juaben Municipal","Yaa Asantewaa Maternity Clinic","Maternity Home","Ejisu","Private",6.72505,-1.46998,48.72505,48.72505
"317","Ashanti","Ejura Sekyeredumasi","Zambrama Community Clinic","Clinic","Zambrama","Government",7.52022,-1.42013,49.52022,49.52022
"318","Ashanti","Asante-Akim North Municipal","Agogo Nurses Training Coll","Training Institution","Agogo","Government",6.8769125,-1.020322399,48.8769125,48.8769125
"319","Ashanti","Offinso Municipal","Offinso Nurses/Midwifery Training School","Training Institution","Offinso","Government",6.817426,-1.3335824,48.817426,48.817426
"320","Ashanti","Adansi North","Fomena Community Health Nurses Training School","Training Institution","Fomena","Government",6.2775432,-1.637215,48.2775432,48.2775432
"321","Ashanti","Bekwai Municipal","Kokofu Health Assistants Training School","Training Institution","Kokofu","Government",6.44999999,-1.5833333,48.44999999,48.44999999
"322","Ashanti","Ahafo-Ano North","Tepa Health Assistants Training School","Training Institution","Tepa","Government",6.9584844,-2.263039299,48.9584844,48.9584844
"323","Ashanti","Asante-Akim South","Juaso SABS Hospital","Hospital","Juaso","Private",6.5344575,-1.09694,48.5344575,48.5344575
"324","Ashanti","Asante-Akim South","Pra River Apostolic Clinic","Clinic","Pra River","CHAG",6.5344575,-1.09694,48.5344575,48.5344575
"325","Ashanti","Atwima-Nwabiagya","Abuakwa Madonna Health Centre","Health Centre","Abuakwa","Government",6.5972124,-1.5789994,48.5972124,48.5972124
"326","Ashanti","Atwima-Nwabiagya","Nkawie Clinic","Clinic","Nkawie","Private",6.5972124,-1.5789994,48.5972124,48.5972124
"327","Ashanti","Atwima-Nwabiagya","Achiase Nyama Maternity Home","Maternity Home","Achiase","Private",6.5972124,-1.5789994,48.5972124,48.5972124
"328","Ashanti","Atwima-Nwabiagya","Nerebehi Health Centre","Health Centre","Nerebehi","Government",6.5972124,-1.5789994,48.5972124,48.5972124
"329","Ashanti","Atwima-Mponua","Anyinamso Maternity Home","Maternity Home","Anyinamso","Private",6.6588391,-2.2236667,48.6588391,48.6588391
"330","Ashanti","Atwima-Mponua","Mpasatia Health Centre","Health Centre","Mpasatia","Government",6.6588391,-2.2236667,48.6588391,48.6588391
"331","Ashanti","Atwima-Mponua","Kotokuom Health Centre","Health Centre","Kotokuom","Government",6.6588391,-2.2236667,48.6588391,48.6588391
"332","Ashanti","Ejura Sekyeredumasi","Anyinasu SDA Clinic","Clinic","Anyinaso","CHAG",7.3833333,-1.3666667,49.3833333,49.3833333
"333","Ashanti","Ahafo-Ano North","Ante Amma Maternity Home","Maternity Home","Abonsuaso","Private",6.9584844,-2.2630393,48.9584844,48.9584844
"334","Ashanti","Ahafo-Ano North","Adom Nyame Clinic","Clinic","Abonsuaso","Private",6.9584844,-2.2630393,48.9584844,48.9584844
"335","Ashanti","Ahafo-Ano North","Janet Maternity Home","Maternity Home","Anyinasuso","Private",6.9584844,-2.2630393,48.9584844,48.9584844
"336","Ashanti","Mampong Municipal","Mampong Municipal Health Directorate","Municipal Health Directorate","Mampong","Government",6.9584844,-2.2630393,48.9584844,48.9584844
"337","Ashanti","Mampong Municipal","Mampong Midwifery Training School","Training Institution","Mampong","Government",7.02345,-1.23598,49.02345,49.02345
"338","Ashanti","Mampong Municipal","Mampong Health Assistants Training School","Training Institution","Mampong","Government",7.02321,-0.23593,49.02321,49.02321
"339","Ashanti","Mampong Municipal","Mampong Government Hospital","Hospital","Mampong","Government",7.060683,-1.404434,49.060683,49.060683
"340","Ashanti","Mampong Municipal","Mampong Phillipa  Maternity Home","Clinic","Mampong","Private",7.060683,-1.404434,49.060683,49.060683
"341","Ashanti","Mampong Municipal","Mampong Nadaworoma Maternity Home","Clinic","Mampong","Private",7.060683,-1.404434,49.060683,49.060683
"342","Ashanti","Mampong Municipal","Adidwan Health Centre","Health Centre","Adidwan","Government",7.15067,-0.24102,49.15067,49.15067
"343","Ashanti","Mampong Municipal","Mampong Quality Hospital","Hospital","Mampong","Private",7.15067,-0.24102,49.15067,49.15067
"344","Ashanti","Mampong Municipal","Apaa Sda Clinic","Clinic","Apaa","CHAG",7.15067,-0.24102,49.15067,49.15067
"345","Ashanti","Kwabre","Asonomaso Government Hospital","District Hospital","Asonamaso","Government",6.80162,-1.51374,48.80162,48.80162
"346","Ashanti","Afigya-Kwabre","Atimatim osei Yeboah Clinic","Clinic","Atimatim","Private",7.0469952,-1.637215,49.0469952,49.0469952
"347","Ashanti","Kwabre","Ahwiaa Maame Rose Maternity","Clinic","Ahwiaa","Private",6.75832,-1.56736,48.75832,48.75832
